"","ALL_GSM330151.CEL","ALL_GSM330153.CEL","ALL_GSM330154.CEL","ALL_GSM330157.CEL","ALL_GSM330171.CEL","ALL_GSM330174.CEL","ALL_GSM330178.CEL","ALL_GSM330182.CEL","ALL_GSM330185.CEL","ALL_GSM330186.CEL","ALL_GSM330195.CEL","ALL_GSM330201.CEL","AML_GSM330532.CEL","AML_GSM330546.CEL","AML_GSM330559.CEL","AML_GSM330566.CEL","AML_GSM330571.CEL","AML_GSM330574.CEL","AML_GSM330580.CEL","AML_GSM330584.CEL","AML_GSM330593.CEL","AML_GSM330603.CEL","AML_GSM330611.CEL","AML_GSM330612.CEL","CLL_GSM330933.CEL","CLL_GSM330934.CEL","CLL_GSM330969.CEL","CLL_GSM330979.CEL","CLL_GSM330980.CEL","CLL_GSM330982.CEL","CLL_GSM330987.CEL","CLL_GSM330999.CEL","CLL_GSM331004.CEL","CLL_GSM331009.CEL","CLL_GSM331037.CEL","CLL_GSM331048.CEL","CML_GSM331377.CEL","CML_GSM331378.CEL","CML_GSM331381.CEL","CML_GSM331382.CEL","CML_GSM331383.CEL","CML_GSM331386.CEL","CML_GSM331387.CEL","CML_GSM331388.CEL","CML_GSM331389.CEL","CML_GSM331390.CEL","CML_GSM331392.CEL","CML_GSM331393.CEL","NoL_GSM331660.CEL","NoL_GSM331661.CEL","NoL_GSM331663.CEL","NoL_GSM331666.CEL","NoL_GSM331668.CEL","NoL_GSM331670.CEL","NoL_GSM331671.CEL","NoL_GSM331672.CEL","NoL_GSM331673.CEL","NoL_GSM331674.CEL","NoL_GSM331675.CEL","NoL_GSM331677.CEL"
"ENSG00000164879",2.76221334685149,2.86684528521217,2.96584097128372,3.06999340793292,2.86604248233093,2.82716420777031,2.78429053488909,2.74141747642219,3.0818855058993,2.97139524764198,3.05682176451943,3.11809896065186,3.05209083301506,2.77475836158688,2.87774751491434,2.81552175547998,2.92063294320798,2.85321469018757,2.84395736009158,2.85049677996311,2.97737127094819,4.68606980658476,3.09961369288589,2.6485015670739,3.18950685586239,2.84714230703447,2.84198639174415,3.14089213692223,3.13480991268856,3.13148998605872,2.86015311895108,3.75497869061676,3.44523015901341,2.91576475215576,3.49502752032967,3.13273738892987,5.26056893668161,3.6124837909339,4.95134510739049,5.78371391844401,3.8766883368616,4.42265622038327,3.18662081703202,4.01821604645674,3.70105393996654,3.83186462334203,2.8742004362217,4.32772780887167,7.56128855265169,6.01348171818999,6.14671524987594,6.86194570646524,5.11403531942874,3.31180454667855,3.48652278162368,3.54576888262221,3.62812268120351,3.67149490915971,3.87184838731203,6.03511857446505
"ENSG00000124107",7.47785178033215,8.14737580604008,5.76266800286494,6.56682099126585,5.97357204880471,5.04906071462991,8.81622809857862,4.81478527603036,7.80291171025685,5.42329501678736,5.67423227399757,5.13384923897403,5.09071995208433,6.41476206767927,7.94472075870583,5.08108886734715,9.03347331701208,5.95649094775031,7.55797393262978,5.0707499860145,6.31740495047107,9.5358369365386,10.4472778258504,6.1403098384184,5.356195111911,6.32874179936586,5.42983673216139,4.81449950539428,5.6775887335875,5.66558241265502,6.24068984134041,5.67196650022792,5.13990513388835,7.21987380016529,4.8300696803869,5.24594190541343,11.5385368255519,11.6552514063889,11.6552514063889,11.0282241665004,11.8056726162978,11.3832183867043,11.3033076845878,11.7121250494212,10.3089267695525,11.3418084782007,8.94855984329896,11.5677568392596,10.0884510309687,10.2357431293975,10.4079742446538,9.7296428636629,10.7835550024171,9.61784936238514,11.2974498604162,9.96200091530216,10.6600742247253,10.729022038331,9.57904619600201,11.0555694532333
"ENSG00000170323",3.56309129463192,3.50360638076769,3.60789357625752,3.56589499435669,3.5454085702095,3.80099135658852,5.45161615918179,3.47664721917476,3.63633953614036,3.56113078836431,3.56031803198188,3.66205795637095,3.44589729510646,3.73127347017701,4.15399061963421,3.6535021923352,7.81657055014142,3.84367420694303,4.29390347733396,3.89743396502744,3.46791595386812,7.41210872613278,6.13511643388548,3.75620637001878,4.08693715245367,3.94631789877214,4.12106318245314,3.88935156320207,3.81874443191266,4.23143666896675,3.6439526119784,3.65483893976223,3.902706217168,4.04646698422085,3.7832787524528,4.06089522622259,5.59867608198318,4.13505684996151,3.82817979138059,6.52437613656963,5.22546691960184,7.59522013965558,8.82825883309512,4.41266656585807,7.28801597412376,6.6796523456799,3.94674762028518,7.31496287664583,7.27818709879619,5.59484767450777,6.64190222985563,4.64925987151222,5.09450745814314,6.97938516399157,8.43809624240921,4.79922442420538,4.16024990527103,5.5912778806881,5.16041251095425,6.07360101980048
"ENSG00000102010",3.61372577994772,4.09315045661989,3.7694929287103,3.50360638076769,4.0195041358483,3.27803919048718,3.8952065857135,3.71431929622381,4.20313840035308,3.87907925094119,3.4500788432206,3.65081939006925,3.76479462355557,6.27693288277651,3.77468232359282,3.52646719886138,3.8306194207877,5.97825868774903,3.77654515764113,3.84560235018298,3.6175370033453,3.87907925094119,4.30964929824608,5.08960216619325,3.63018369766465,3.56256174545505,4.41406547943982,3.63236684392031,3.64086521437114,3.33596290109178,3.68855949441961,3.36400790169695,3.50554919651716,3.63402777808571,3.72738180976586,3.60566753539074,6.42704634989269,6.9543854900243,4.41579727374425,6.67625326831391,7.5152546172051,4.99919762170829,7.16837496034146,7.03433561804977,5.8759725919866,7.75278980868364,8.55126475719956,8.25682034895372,5.63191248898321,5.1612589326169,6.63143244326269,5.68329018580916,5.19407002117184,5.66285102193196,6.81367296521291,5.39220958559253,6.94531171547242,7.80840817312158,5.19320057392056,6.7000046037847
"ENSG00000081041",7.44427427415846,6.42456813412905,3.92133779782764,3.89656377810882,4.66537553683545,3.63532968572553,6.2687111202083,3.84965171266289,4.09251781966661,4.26868898102238,6.84718040802013,4.20970899670622,7.7790778925337,5.9976491215559,9.38068279085924,7.55457579659105,8.70697113976558,13.297936049874,8.68590235815478,6.89389971348529,9.03149744439467,8.65666952615,11.2467790123649,5.72450974265842,3.64312284603408,6.10030258246776,5.93205630212008,4.24033775890563,7.1401311229758,7.12862943611207,5.1581896407538,4.76459358663162,6.90988713372407,9.91936832171968,7.4260894303558,3.92935845635767,8.09243352321958,4.40106376069502,6.97300673604707,9.34158144318678,5.95321574908777,9.57242494267641,9.65448591276143,6.92960338783707,9.19828584774579,6.85159121429184,8.89443450290826,5.97769532711585,9.48153277897194,4.9550829307257,6.89023908640577,9.0474621322167,9.00930033148007,7.02395836496137,10.5190874280776,5.41039018036744,8.1159730835107,9.26563404508548,8.41912038444001,7.72338836605861
"ENSG00000135116",4.70339248997066,5.80350694788191,4.53668737042042,4.60842220319077,8.92251572601085,4.39508765315706,5.02114866012296,4.15889801931723,6.98160555251013,4.24400715886912,5.88385960944059,4.53875305728832,3.80859676835489,3.8306194207877,3.90463822828819,4.25298393967453,3.79542680622911,3.99363127956952,4.25897093969645,3.95786446460846,3.92175872220436,3.88194664612716,4.19156311398345,3.63421296547607,7.43604848639581,9.92752202620355,4.72373186245503,8.93227591230869,4.1105866474074,6.34456683990459,6.6659054341067,7.75429000349371,5.41336919407575,8.49641575152455,6.21958065037964,5.34702017825661,4.12062501011887,3.91802902770924,4.10139880379395,4.2693993462416,4.05746350784255,3.96528153072798,4.16869417035672,3.87987214761821,3.98669093064799,3.89706419641089,3.98520156975698,3.87101746368869,3.89413908637879,4.24784563890203,4.05323789314137,3.9446515144513,4.23474028414614,6.21315391979908,3.8055641095564,3.98760154503466,3.99526845550633,3.92892087707027,4.25927563939255,4.12463518903738
"ENSG00000143153",4.18538234226209,3.37526721167506,3.4403332883806,3.83840620557072,3.68485666911608,3.79765290109044,3.78915332500713,3.44235835972756,3.83113317340039,3.31834425911897,4.04481564295986,3.46648452985941,5.91450391800579,9.19297172998823,7.48121006284015,9.03910365877525,5.01419382065901,9.67450709211857,6.00004161582694,9.0961375965031,5.43365569554044,5.46904780389796,7.99689083273762,10.3867071117568,4.92241094411681,5.6725981532143,3.56627401632463,6.49304095228345,4.54661984251505,7.32735159179272,7.35226697123582,5.84310758678315,5.12245725811384,4.73133650731087,5.44898589306225,6.01208557310113,4.32986789716004,3.94674762028518,4.99152954565896,5.70978123141578,3.94735412387619,6.22850610073925,5.35408530203561,4.38362795277186,3.77133978561189,5.77736969795261,4.92798976558312,4.2465627870078,6.33769334406307,5.53675898480361,6.60648452452066,5.32230161853566,5.19636455663734,6.18264576743831,5.48390649693414,4.62508359431427,4.19425215560478,4.96747899087628,5.77191815951256,6.31899229657298
"ENSG00000133561",3.99081443092564,3.88635181927709,4.09181915123061,5.4726889562852,6.70163172151818,7.52095957689657,4.06221159270584,6.49427929722327,4.16320204652133,3.26631030042836,6.66098434510652,6.43055238667768,6.99692716840676,4.75096284632206,6.84596638105599,5.27233378152705,4.24155441444837,3.97895571022854,3.60843917804291,9.61096937619905,4.03454289221637,5.3379780523579,3.27803919048718,4.68923171114389,3.76004867467153,3.47317507390677,3.50979769836805,4.66670513142077,4.20119403083257,4.43971353182271,4.47624388742179,3.72190332548246,4.26378461199311,3.44750385703964,4.10056764950894,3.73657227469038,3.45448955814175,3.56200687734287,3.43722550956548,3.75765047508372,3.44644320851012,3.98669093064799,4.33797404018452,3.54011336314773,3.39759868045532,4.29704794814291,3.24203721560973,3.55460412464185,3.85264577530354,6.04424515404656,5.73193216867775,3.65809863284987,3.74711207020349,5.6882701776989,4.29390347733396,8.65089562075171,5.36120990479019,5.89156146938702,7.70873255943154,6.2319349603863
"ENSG00000170458",5.89391667658523,6.7958274502446,4.43231637831307,4.48951674705862,5.05215215478572,4.76211236478315,5.26468351079146,4.34050566489421,4.6405722033819,4.65415234675438,4.60414725989959,4.35273822688551,7.95945721641854,7.69481277809312,12.445122237367,4.98061905346211,9.2911858116693,7.36122290044839,4.37687289486951,4.41534215891306,5.10616539416124,9.88140303385683,4.65444268387933,4.69131474271783,4.60269003762004,7.55847592600588,4.37167892454692,9.00228289984108,9.01444058834682,9.68990173098921,6.7439732001941,6.49427929722327,7.39058061868878,8.68590235815478,8.25134982035357,4.57000672004144,7.43864124635142,7.06756868330665,6.88166680544855,7.5152546172051,7.35348273394773,7.74745525405885,8.00486218338695,7.06917553642778,5.61225319422815,7.97379974102094,6.49095588069679,7.22076122875194,8.12160142454927,10.6708282175657,9.43938983625563,7.74476620819471,8.92852543308699,10.4723772123167,9.88140303385683,11.8881591521924,9.56395542155013,10.5255337179428,11.0885281806656,9.72223969695136
"ENSG00000003436",3.7290695907821,4.87880008745429,3.60806129253012,3.38598628239461,3.62898860070631,3.66014526984845,3.62333891428441,3.58802281673753,3.60467378955212,3.54816593991451,3.41759651957904,10.8134351494018,6.35594393274401,5.03713583174854,4.24805578568004,6.58762547759709,5.00342185035774,4.81537282338672,4.54959124126793,7.282820390511,6.68412718896116,4.0284200964775,7.24456344241454,7.23492364530458,3.49905947591812,3.55815733534789,3.43402174860681,3.40549964625027,3.47919694729982,3.5045876707543,3.34651687055577,3.5438263942206,3.59589791896278,3.72817908057229,3.55512795343609,3.5330612488631,3.97453399960009,3.65895524486326,4.16127314060872,4.02777558821685,3.52679219824767,3.9944613161521,5.37211106223642,3.59477820400475,4.17539334053194,4.13260502639855,3.82863318679029,3.88723138385556,5.08698573830288,3.78970358396748,4.12585588440495,4.50654089809115,3.90703939164351,4.4869282575613,4.99152954565896,3.5806408875603,3.68096861183662,3.96183063373485,3.73167707793934,4.21855849200644
"ENSG00000185559",3.46910949201381,3.67993142456128,3.68502222427871,3.30819949236076,3.83317853675637,3.62552632231124,3.49398333368679,3.81486900534203,3.53589418992976,3.69836107475059,3.48124376316871,3.62261216678489,5.05319362483152,3.50925607948116,3.28079342388558,11.8703366578454,3.31963428628098,7.62765669521789,3.93996892090109,4.39215965261509,5.27262903162543,4.07160994469715,3.52478039315242,3.42376551509487,3.37868567032474,3.53871042592039,3.5513770674513,3.60486388152073,3.6210029656726,3.63513547669003,4.02665140181839,3.40656291780436,3.47863051016959,3.7039445559652,3.52023999886809,3.80131621300469,3.70788303858972,3.87280033157553,3.64712334635957,3.46839418718782,3.67241663967605,3.68387096294973,4.34931649596846,3.74585477651795,3.49614247986116,3.96034152282503,4.49974663291953,3.6486305860501,3.74752452020364,4.00936787719096,3.68990747818913,3.45528088217482,3.98011459946521,3.81654351442661,3.71165658046206,3.97848684021527,3.8697975465044,4.03014402194519,3.80859676835489,3.97810330342255
"ENSG00000152192",5.2251335670091,3.5312094643088,4.06129719027872,6.55405415192133,5.89873995164657,7.00962126444271,5.57229405327288,3.73186438276407,7.74799556354459,6.96898294456061,9.57904619600201,6.52090172798971,3.39845849327021,5.179730198175,3.65330009098991,3.68795358943344,3.62798743517848,3.8671006626028,3.88870774058158,3.39777096165276,3.38324648049681,3.46228134576137,3.8428409817031,5.749162800763,3.64671092413121,3.69116362482362,3.83005776819219,3.75786869639318,3.7341842278853,3.60636255377349,3.58895077533945,3.62509418890887,3.78708751891345,3.467682278873,3.58313178509289,3.56459343087261,3.50143469404369,3.52961864767189,3.75459670638783,3.53589418992976,3.84597598401196,3.67303330274586,3.36428022025834,3.53855224400265,3.81285022240445,3.53814276897724,3.38368917711965,3.62665795676077,3.43675968855015,3.43532574198235,3.59511574955716,3.31579829129013,3.54939969503746,4.62277738456228,3.66164141162807,3.61772643091169,3.37044091225372,3.63932113851914,3.54871960928785,3.54460173942835
"ENSG00000063127",4.33414804367994,3.56495268908234,4.09251781966661,4.35029423720731,7.40679165435501,3.49045793656362,3.6003198218989,3.64028936699217,4.51570325921967,5.83210540532374,4.84958437737253,4.66564685285931,4.06837861153256,3.35621813885707,3.69214107895938,3.50360638076769,3.62309502230244,3.56495268908234,4.14591315991677,3.62475571405859,3.65940380845042,3.43171569124845,3.80922778088957,3.66634205437932,7.86905399352668,4.92495103932032,5.96930766395227,6.31154401695912,7.68343240432387,6.72047205033531,6.61721005154687,7.03804373783713,7.52266417562141,7.41513399189945,7.66364158135603,7.01084601005119,3.79160355115618,3.7637630844521,3.39544669757609,3.7797227967935,3.47976457079432,3.80332717948663,3.67377981870128,3.66574574458584,3.48789094762988,4.24204879864826,3.55475776634392,3.73224177899848,3.79342728580429,4.19223731935555,3.96528153072798,3.78364044337038,3.74694126580666,4.02123614668096,3.7456451277879,3.68310980662511,3.74730475448184,3.49466768874572,4.61420035096559,3.95679921811256
"ENSG00000197711",7.44982575620475,9.60785302586193,6.51236795214975,5.96123476623448,6.42128191674664,5.06465860392513,8.75018676637994,5.65697143395046,7.65324927270516,5.00035344089412,6.0425549936689,5.52457995396388,5.72842956649313,6.26579193541717,8.00738519298434,6.00170012391953,7.67650522868322,5.98351744845079,5.51483049419138,5.36759901137332,5.62799147176622,6.76734219375115,8.69010145524695,5.6028177802542,5.36788149659515,5.58973990195223,5.49774663227892,5.5303628268129,5.77532170923798,6.74196512677362,5.60028606073255,5.18496532414253,5.73193216867775,5.99550104722925,5.63767740413937,5.58752738668591,10.855192983509,11.3208084656367,9.5614874968298,10.656340478842,11.5460970787411,10.6422524610068,10.9356919135605,11.290698542849,10.3382446166895,11.3303123887879,11.3666026399554,11.8392482178138,10.2434053959521,10.9870588126798,10.7523653009607,10.5556681795685,10.4167736759817,9.75931462648988,10.8478786477674,10.9911841804809,11.3602888144906,11.5594498393097,10.9356919135605,11.2152056957363
"ENSG00000109743",6.25036389982535,5.96271321713323,5.93239125294818,5.29691954050191,5.47399389968567,6.59850071218864,7.11317767674431,5.01471234438644,6.27310755710484,5.17405772121078,5.32415896949677,4.44422131257191,6.64325944771749,6.79290998199559,9.67114760767906,4.1567266272978,8.70880152666203,5.2652899851713,5.42870196487264,5.25900445019354,5.81427370908126,9.79073941582206,8.84083930420509,5.57730184204049,4.87366648054917,4.30024083468425,3.34425544947587,5.67889850943141,6.52021004638234,7.52216428849075,4.61017487072015,4.61673561645966,4.79114989763448,5.7304408209682,5.92797658197571,4.14366095708879,10.3742415345004,10.0814590038002,10.2572401507816,10.2311828163498,10.5219916464881,9.83543262782254,9.55878637049072,10.3089267695525,9.84685494110495,10.3685121755288,10.1341862117483,10.7835550024171,9.5358369365386,9.39807956844339,9.95080676696357,9.14069376116889,9.75479524881243,9.23780968767827,9.59848354799231,9.20968244266746,9.83543262782254,9.82768200930302,9.26222206735214,9.65317106757042
"ENSG00000117519",7.92688286867193,8.98473467441056,7.99341081362746,3.46910949201381,3.89617571122067,7.70130989780032,3.36634627752338,3.65789397431458,5.91945673338463,4.12754848607898,7.75278980868364,4.17313055342676,3.60296844054464,3.5835333536796,3.54617869065182,3.94177063451767,3.69010808456723,3.71626020167429,4.29731049639585,4.14001823779771,3.47037359616872,3.81951076798485,5.13593545163332,5.19978474081314,3.60677596022429,3.35224461465265,3.13131110872403,3.47774875942295,3.59150114893457,3.83584060713429,3.68795358943344,3.75927956464617,3.61427025947738,3.52546561216913,4.98710403010713,3.68813747489938,3.25746385658863,3.43171569124845,3.56046867855794,3.7255082601785,3.25096664159894,4.01979229412662,4.08711490007163,3.61581708626029,3.59265367187519,3.7451271047739,3.58840085999253,3.60549717536673,3.94042289058899,4.08758029331398,4.1912766123054,3.92355414315085,4.06198053645273,4.03148741648329,3.92336657338675,3.79897629411407,3.59477820400475,3.47496700540614,3.76044738449537,4.02869483763655
"ENSG00000158578",5.03098364526045,7.82901244987642,5.09871270132231,6.51922957154877,8.65848005089867,6.15806016113951,7.81483400241222,4.35782228851229,7.86498819125419,5.26267079425588,4.97920914651598,5.04637092292137,5.00647558990328,6.99460108515291,5.69931537335753,9.88721796816428,5.57477404763472,7.43342442966028,11.2846217501554,4.53171554757376,6.89174089010764,9.63682834281626,6.44424138864238,5.04281713261629,9.53900768698294,6.61218491011881,6.51236795214975,5.26138686963463,6.18156734553079,5.01806552391785,11.8485136724037,5.31232714570005,5.61640045575233,6.26181056889699,5.47527579525935,5.57660706796504,10.7523653009607,10.8401410271738,9.57062915208879,10.1548541291937,10.450250389298,10.0697807623747,8.046968085229,10.4560127593067,11.5204135122787,10.2434053959521,9.93301859714599,10.4052845398115,11.7970897514768,11.0085576525381,10.9503621477874,12.2805504145202,11.7970897514768,8.64722173762014,8.97452052054506,10.0194854890555,11.3208084656367,11.5062762747599,9.64806543962734,11.0188634463706
"ENSG00000079263",5.16827453058749,4.80152407167104,3.90840087692331,3.82863318679029,6.00822861081266,3.91451684014159,3.53054035671967,4.50304606081445,5.56337974695238,3.94714455420554,3.68424845525128,3.59033270034638,3.84541592273269,3.47995681727681,4.17656473006348,4.3495653220519,3.67626320304331,4.05722774728847,4.00568779577785,4.90460061030662,4.12778326527937,4.72680403898485,3.44995629313681,3.50055856895337,8.62105428791776,6.87778461147591,7.9798321996138,8.19494515701856,7.20578600318781,7.75225224791059,7.15669721560328,8.08327963339684,8.30902938866044,5.4025607742018,8.11825822347053,8.77460949908219,4.01241671275277,4.2088003841518,3.65674459479129,4.44345846174215,4.2318812662497,3.95438177498236,4.25478408345579,3.88150039105497,4.0190806701625,4.31501583061903,4.03600856089837,4.39265598512941,4.05590655675684,5.2190058003869,4.72450804979574,4.22949683795172,4.0811254937547,5.45592982145422,4.36844260229388,5.22639885094703,4.9098167684175,5.22102851282481,5.46991509677199,4.82002497530421
"ENSG00000107789",3.30361135896298,3.35832159597621,4.20342463106334,6.04588413632044,5.52033131700926,4.45887088547336,5.01442588182808,4.44422131257191,3.44681441435325,3.50004714390815,6.60612963688132,3.35970541425274,5.18318531974465,7.92231206189121,4.96652869827828,4.72468289155502,5.34571884474207,5.87721342417223,6.12713114701693,7.89423358204011,2.97062352773186,7.7744132206014,3.60336576659293,4.88501777714414,4.40270491813085,3.21053351490542,3.64979177341711,4.84322226429534,3.69031822222283,3.88787914145994,4.11037979901505,4.47916888322002,5.565031874055,3.8651447790751,4.36046731978025,4.80673370104409,6.89841135824566,7.35894281944143,6.28989031048233,8.25983749078476,6.30198721540883,7.96531006997335,6.25339350724837,5.38832471660308,7.96531006997335,7.44982575620475,5.26913743881126,7.43074423902412,8.53135025675911,8.80055315957865,8.74663844197418,8.74918732780532,7.83511876943373,7.13146705270407,6.61662410997912,7.1644807719868,8.15161340884758,6.99730385338371,7.36079838127072,8.68284446561886
"ENSG00000064763",4.38886458882426,6.23247348955218,6.78596417059491,6.50991402617032,5.83649023819873,6.8275055999082,7.29057912906098,7.3820565543107,5.64472826945274,5.62547343648328,7.41513399189945,7.91421623080747,5.80522066816224,5.41249970885227,6.98507825486876,6.27621550058221,6.33700312629938,3.6361505081979,4.0901651169593,7.34486879503403,7.01549243059211,6.38971449042718,5.23204725418849,6.34799160672779,3.51378568098278,3.7797227967935,3.45853741676881,4.19311814543436,4.18111050898097,4.02645701933532,3.66870994677448,3.45795299814245,3.67896709768789,3.78280934668503,3.60509440328907,3.7158973676378,8.1449435828026,9.31046972290632,6.83507598968983,8.78287639839916,9.73899973279137,8.76552817757898,8.13670095644412,8.75706680285086,7.32825277307867,9.26901098854216,8.26666169723962,9.58210411022066,8.39322373569857,8.941283463167,9.29864750430666,7.25341874167816,7.6224080099135,8.39253797167074,8.51818770332213,9.21177152415579,9.22301932788194,9.61784936238514,8.95243618051735,9.39807956844339
"ENSG00000175445",3.6447124302572,3.59333729665353,3.81405671177243,3.73327759677419,3.51929665413079,7.81725644678616,3.80375651880856,3.31441246647146,3.71352538334821,3.46312929631269,3.72738180976586,4.42823418984589,3.74270924306456,8.41413973551272,5.74765656200348,3.69693530238726,6.15500177995932,3.99279370840316,3.74131201930331,3.71801232140503,3.81732352144992,5.78631469006122,4.75000766350306,5.19191616958695,8.71894986767455,7.83394165515563,4.21582769741087,9.08853625945677,3.73167707793934,3.87039607162282,7.431149274646,8.17354975413134,3.72341320951092,5.87566593035818,6.96343750358664,3.68855949441961,4.19248282960344,4.91996776965969,3.87280033157553,5.15750054949548,4.44703293530243,5.12370734598108,6.24459276238407,3.74934858814356,4.67239780108187,5.52309837891156,3.82726914185785,5.85857272163013,5.09993154272992,4.33858847868555,4.62638577572698,4.08091195926095,4.09203035565728,6.71620054933381,7.08502034164464,5.02174038193374,4.51831198301689,4.56009752675823,4.4506524976465,5.19636455663734
"ENSG00000156414",4.10139880379395,3.65500796630191,5.37557272010146,3.59755867739194,3.36555620734604,3.35119109898581,3.63892640930173,3.44995629313681,3.62997594940086,3.27096518437176,8.16554701788806,4.79114989763448,3.36178758234795,8.78199157114445,5.35108514330328,3.40214127116903,3.93506615726165,10.1998295096719,4.12648698154633,3.31351294303976,3.5143181790605,4.21069518500865,4.33727361506795,4.37666410239814,3.47166913985346,3.54422070527522,3.25216484489987,3.51878028332637,3.38522452201084,3.9431385458586,3.25861594603927,3.33871792781576,3.51686017179119,3.83882421975948,3.38287291358447,3.58331240349806,3.62941074593157,3.66592694586675,3.68813747489938,3.93484128723292,3.74497324604688,3.64488958827774,3.801163113122,3.85475315202098,3.79259726819014,3.78688181380831,4.25937757231662,3.93506615726165,3.9285115871528,4.36889636182308,4.12488935348509,3.82863318679029,3.68823568375052,4.85687049617937,4.42653676717294,5.34733817441838,4.18313571345308,4.6729553640433,4.07355424274967,3.96747228641281
"ENSG00000170989",7.29404537511396,3.67567708423128,3.40368678161806,5.96481645266698,8.98997873472069,5.25998411357303,7.31097842436433,5.17939983769524,3.8237999705532,4.14661489455942,6.84219990511742,5.31554726340163,3.99526845550633,4.81537282338672,3.9285115871528,3.93454450082718,3.6433595207922,5.39116472569048,8.82638283485619,6.07808370048836,6.81367296521291,3.33907837043489,4.98678081545818,5.90841405454008,5.80553956541387,8.44613556880684,9.03465261780661,7.64742371143924,7.65373822589131,7.19292238025629,7.7267938162261,5.62381553157575,7.93150016981757,9.14941812349402,8.53528735537686,6.79750212437743,3.60509440328907,3.7670769916899,3.4530227629532,3.72471937625301,4.39107341738548,5.77024695968339,5.77825251378528,3.44859095607627,3.27265859404331,4.4685770778598,3.83982211545918,3.48687660121212,5.63119802494195,6.64081453152917,7.07584218349558,6.08571958965645,4.89533040549639,7.44381458265307,6.682898522287,8.45568804013407,7.30814946210322,6.4398368627326,7.81408151467482,5.75265217469955
"ENSG00000167236",3.47463975429809,3.21213517854996,3.22354939041237,3.33620487622926,3.25979964848788,3.22594252703792,3.37472071734533,3.29480203414429,3.56443970079063,3.13388798104847,3.31392040815252,3.18644079560758,3.88809933309861,4.39384325102021,7.62980263197046,4.72296307137709,9.29730354100649,3.07865644411497,3.43974276829771,7.38017351566682,3.11809896065186,7.51956292593713,3.3844161728002,3.75586378464211,3.32229570451524,3.28484896701596,3.75765047508372,3.34721127289876,3.16977902136532,3.35397739958632,3.30882825787103,3.23897373295385,3.31740736953444,3.08145268101916,3.32830489239377,3.35325362340196,5.31066291979135,3.66812229865522,4.40173748662989,4.66890160783106,3.72322776864045,4.45249466784743,4.68323153322097,4.67409528639528,4.29461766419182,3.4864616229096,3.45853741676881,4.22319803390722,4.05977806583558,3.92874169336492,3.4306374846528,3.61623511023366,4.16454246232786,3.58895077533945,4.16320204652133,3.72796074816269,3.37242980361926,4.75451356666917,3.77636234698502,3.99200377137843
"ENSG00000175857",3.36008267469009,2.95686236121165,3.68636351527568,4.59863845735571,4.7566528816753,5.52067223464372,3.90014620729962,4.54252729914801,5.53960198115833,4.90460061030662,5.12482508057315,5.03098364526045,4.31857975095731,9.01980969365082,8.01989420711413,4.373207872373,7.02000788264719,3.12337329216999,2.71047650992655,4.95459478349353,4.3383265925615,8.52587753595069,2.96705190697139,5.01210488511226,6.17916167001473,2.94167272232773,3.13488170261594,5.03996965368338,4.90488716455675,3.78364044337038,4.26243764291661,3.64524341482169,5.48818902888729,2.96880249930234,4.29683334382696,5.61672549344223,5.59965581413775,6.51057590325557,4.77409924065795,6.9641816852734,7.06670760457227,6.79477546459913,6.93000155506604,6.72868098486568,4.59709868385356,7.83285396919136,4.4730951599986,8.70126060586274,4.86244614653277,6.26360265341126,7.3952977023781,5.47679654935488,4.86852001286462,5.41661198518824,5.29046406812091,8.10455694580449,6.98553542835872,8.08975917699581,6.86128289000586,7.67283338008595
"ENSG00000163221",11.8056726162978,12.1555880629476,9.78168878823044,7.5893019933685,10.1462230017676,4.73207122060687,11.6701366594199,4.51650325456161,11.7036066802055,8.40028129646664,8.60144248866092,3.38879082022941,8.3436140764514,7.96683132637054,12.1423863554575,6.35744006417666,9.95750161164755,5.3816309067867,7.43500194804893,4.96296236626492,6.9539175591765,10.5618139884826,11.4738550798789,8.23630219410943,7.62561965413579,8.54482670244754,4.12731355423319,8.46105146120155,9.18865571095047,10.9503621477874,7.77075888305486,7.48488780154869,7.03691657462931,9.61096937619905,9.09358728169705,4.39808393882897,13.5656288013371,13.3701078051856,12.9198532217791,13.5877249081173,13.669058339448,12.789573074698,13.5656288013371,13.3347434116749,13.3872830490885,13.4405736125827,13.7664432501572,13.5495777344185,13.041571070977,13.041571070977,13.4234156776179,13.4405736125827,13.0050623342258,12.9465678815068,13.2283601460102,12.6715044090379,13.5877249081173,13.669058339448,13.054732003105,13.2436743634565
